year,month,anomaly_monthly,uncertainty_monthly,anomaly_annual,uncertainty_annual,anomaly_5yr,uncertainty_5yr,anomaly_10yr,uncertainty_10yr,anomaly_20yr,uncertainty_20yr
1850.0,1,-2.892,1.861,-0.568,0.801,506,572,481,497,460,400
1850.0,2,1.672,2.537,-0.588,0.728,511,564,467,489,467,398
1850.0,3,-1.743,2.069,-0.699,0.704,497,560,455,492,462,402
1850.0,4,0.221,1.743,-0.896,0.676,514,557,459,502,472,401
1850.0,5,-1.319,1.019,-0.775,0.596,483,568,458,503,470,398
1850.0,6,0.831,1.102,-0.687,0.736,427,577,469,503,476,396
1850.0,7,-0.182,1.068,-0.391,0.664,337,585,467,498,476,394
1850.0,8,-0.628,1.165,-0.592,0.513,402,554,448,493,484,393
1850.0,9,-1.630,0.994,-0.536,0.437,452,564,446,481,486,390
1850.0,10,-2.351,1.268,-0.566,0.422,476,565,439,481,479,390
1850.0,11,0.366,2.559,-0.622,0.472,508,571,457,482,486,388
1850.0,12,-0.588,2.189,-0.644,0.471,522,575,481,486,477,384
1851.0,1,0.660,0.938,-0.697,0.486,527,553,482,465,481,388
1851.0,2,-0.735,1.403,-0.626,0.522,518,553,491,473,474,394
1851.0,3,-1.074,1.090,-0.651,0.592,522,555,505,477,476,398
1851.0,4,-0.137,1.422,-0.486,0.557,523,552,504,465,477,394
1851.0,5,-2.001,1.509,-0.783,0.522,511,540,521,461,486,394
1851.0,6,0.575,1.161,-0.911,0.594,566,525,541,449,479,389
1851.0,7,-0.823,0.941,-0.889,0.660,581,521,556,435,476,385
1851.0,8,0.231,0.932,-0.870,0.641,626,507,556,437,467,383
1851.0,9,-1.932,1.264,-0.906,0.722,612,490,576,436,469,381
1851.0,10,-0.374,1.662,-0.940,0.694,573,509,573,431,463,379
1851.0,11,-3.195,1.357,-0.769,0.717,589,505,585,420,462,377
1851.0,12,-2.126,1.729,-0.878,0.723,628,489,559,418,465,372
1852.0,1,0.923,1.462,-0.682,0.743,632,487,566,415,454,382
1852.0,2,-0.513,1.477,-0.726,0.747,634,487,564,424,451,382
1852.0,3,-1.505,1.466,-0.630,0.748,626,481,559,427,448,385
1852.0,4,-0.546,1.494,-0.705,0.656,627,477,554,428,440,389
1852.0,5,0.058,1.698,-0.266,0.721,638,458,569,429,436,386
1852.0,6,-0.731,0.953,0.094,0.679,612,463,560,421,445,381
1852.0,7,1.522,0.911,0.153,0.706,606,459,558,413,444,376
1852.0,8,-0.294,1.085,-0.039,0.638,666,412,552,411,452,373
1852.0,9,-0.774,0.769,-0.193,0.642,661,403,535,412,449,371
1852.0,10,-1.276,0.838,-0.213,0.624,671,401,530,413,436,372
1852.0,11,2.077,1.465,-0.289,0.560,678,407,528,417,434,371
1852.0,12,2.192,1.615,-0.297,0.589,708,399,519,415,435,371
1853.0,1,1.630,1.655,-0.439,0.541,711,398,509,410,433,373
1853.0,2,-2.812,2.066,-0.411,0.529,693,400,531,407,435,370
1853.0,3,-3.363,1.459,-0.446,0.541,670,398,536,405,437,373
1853.0,4,-0.777,1.105,-0.379,0.556,626,388,531,406,436,376
1853.0,5,-0.856,1.067,-0.616,0.453,660,381,549,403,433,374
1853.0,6,-0.836,1.090,-1.080,0.428,697,387,529,401,425,372
1853.0,7,-0.180,1.102,-1.241,0.449,687,392,538,394,418,370
1853.0,8,0.040,0.904,-1.145,0.465,666,398,540,393,414,369
1853.0,9,-1.185,0.847,-0.880,0.428,660,399,525,393,420,371
1853.0,10,-0.476,1.129,-0.762,0.433,652,388,524,388,416,371
1853.0,11,-0.768,1.172,-0.746,0.405,644,379,529,385,414,370
1853.0,12,-3.379,1.163,-0.776,0.369,651,376,531,377,414,369
1854.0,1,-0.299,1.760,-0.772,0.421,643,365,541,376,419,366
1854.0,2,-1.658,0.926,-0.821,0.434,626,369,547,366,421,369
1854.0,3,-0.181,0.926,-0.707,0.436,619,370,531,356,416,373
1854.0,4,0.628,1.414,-0.672,0.437,617,360,512,360,421,374
1854.0,5,-0.659,0.876,-0.749,0.495,597,361,514,359,414,375
1854.0,6,-1.199,0.896,-0.478,0.502,569,347,520,352,418,374
1854.0,7,-0.129,1.249,-0.663,0.555,607,339,498,344,415,374
1854.0,8,-0.544,1.210,-0.684,0.569,618,337,481,340,410,372
1854.0,9,0.181,0.962,-0.792,0.592,607,330,482,338,412,371
1854.0,10,-0.058,1.227,-0.876,0.590,612,329,477,330,415,369
1854.0,11,-1.690,1.371,-0.965,0.584,617,320,474,318,419,369
1854.0,12,-0.130,3.217,-0.946,0.589,602,321,480,326,417,370
1855.0,1,-2.522,1.365,-0.964,0.584,610,321,446,324,416,377
1855.0,2,-1.910,1.985,-0.880,0.610,593,325,484,311,409,377
1855.0,3,-1.468,1.176,-0.916,0.563,572,329,484,305,412,378
1855.0,4,-0.388,1.400,-0.889,0.514,546,335,500,296,402,382
1855.0,5,-1.719,0.994,-0.885,0.482,573,333,483,292,387,383
1855.0,6,-0.979,1.144,-1.107,0.473,610,318,496,287,386,383
1855.0,7,-0.337,0.913,-0.795,0.476,682,303,506,287,381,378
1855.0,8,0.460,0.896,-0.591,0.516,660,313,514,289,375,377
1855.0,9,-0.253,1.045,-0.531,0.537,620,315,514,287,365,375
1855.0,10,0.272,1.445,-0.469,0.531,585,323,500,289,361,375
1855.0,11,-1.643,1.004,-0.454,0.530,589,321,514,291,362,377
1855.0,12,-2.802,1.915,-0.358,0.447,537,325,519,295,368,378
1856.0,1,1.228,1.006,-0.356,0.428,550,326,549,300,367,368
1856.0,2,0.540,1.634,-0.293,0.456,561,327,537,302,367,375
1856.0,3,-0.750,1.178,-0.397,0.460,529,333,527,310,375,380
1856.0,4,0.352,0.859,-0.439,0.452,524,334,529,309,373,376
1856.0,5,-1.533,0.930,-0.471,0.475,546,336,516,306,380,375
1856.0,6,0.172,1.626,-0.272,0.426,496,343,515,300,387,369
1856.0,7,-0.320,1.367,-0.488,0.376,501,341,514,294,393,363
1856.0,8,1.226,1.220,-0.634,0.381,468,335,506,292,404,360
1856.0,9,-1.508,1.042,-0.638,0.357,449,328,493,291,409,360
1856.0,10,-0.230,1.061,-0.738,0.371,451,318,481,285,408,356
1856.0,11,-2.032,0.798,-0.634,0.376,438,322,458,285,405,352
1856.0,12,-0.410,1.498,-0.633,0.458,412,331,445,282,385,354
1857.0,1,-1.365,1.210,-0.521,0.476,364,327,458,289,386,358
1857.0,2,-1.203,1.338,-0.560,0.479,328,329,455,289,370,367
1857.0,3,-0.802,1.166,-0.395,0.521,337,328,433,291,366,371
1857.0,4,-0.848,0.982,-0.351,0.541,326,319,418,297,356,371
1857.0,5,-0.286,0.949,-0.146,0.567,310,319,408,290,361,370
1857.0,6,0.179,1.230,-0.111,0.554,347,324,408,287,357,367
1857.0,7,1.031,1.200,-0.221,0.591,286,315,420,281,365,362
1857.0,8,0.753,1.151,-0.244,0.588,301,316,425,282,364,358
1857.0,9,0.480,1.298,-0.259,0.591,307,310,422,281,357,357
1857.0,10,0.289,1.234,-0.080,0.607,328,297,408,282,362,358
1857.0,11,0.433,1.014,-0.149,0.611,287,295,434,282,367,356
1857.0,12,0.004,1.255,0.031,0.629,284,282,451,281,371,353
1858.0,1,-2.678,1.829,-0.138,0.594,302,281,457,278,363,350
1858.0,2,-1.489,1.160,-0.252,0.570,335,285,433,284,366,351
1858.0,3,-0.972,0.887,-0.228,0.557,359,283,409,288,367,355
1858.0,4,1.298,1.543,-0.270,0.568,374,277,396,288,370,355
1858.0,5,-1.116,1.082,-0.481,0.539,368,278,388,283,364,355
1858.0,6,2.334,1.036,-0.509,0.494,342,268,379,282,358,352
1858.0,7,-0.990,0.919,-0.337,0.507,411,271,376,284,354,349
1858.0,8,-0.616,1.163,-0.185,0.506,408,281,370,288,351,347
1858.0,9,0.764,1.329,-0.027,0.497,393,289,375,291,343,346
1858.0,10,-0.209,0.905,-0.091,0.476,406,297,370,285,345,347
1858.0,11,-2.103,0.929,0.010,0.468,387,306,365,290,346,345
1858.0,12,-0.333,1.055,-0.154,0.471,378,299,336,301,333,344
1859.0,1,-0.610,1.308,0.160,0.471,386,301,352,305,335,345
1859.0,2,0.327,1.430,0.342,0.436,385,301,354,314,329,347
1859.0,3,0.927,1.237,0.250,0.415,366,302,352,320,337,348
1859.0,4,0.532,1.140,0.318,0.423,345,305,355,324,325,347
1859.0,5,0.101,1.263,0.434,0.420,318,302,344,328,324,346
1859.0,6,0.363,1.144,0.264,0.417,321,307,338,333,334,344
1859.0,7,2.780,1.041,0.411,0.397,310,336,336,334,329,340
1859.0,8,1.569,0.876,0.149,0.362,291,339,339,337,330,338
1859.0,9,-0.339,0.880,-0.078,0.394,260,354,346,335,328,335
1859.0,10,0.596,1.148,-0.260,0.369,224,371,356,327,334,334
1859.0,11,-0.706,0.909,-0.211,0.365,199,364,352,318,331,330
1859.0,12,-2.370,1.483,-0.305,0.342,213,367,372,310,330,335
1860.0,1,1.146,1.420,-0.655,0.367,230,354,351,311,321,340
1860.0,2,-2.816,1.008,-0.915,0.402,256,350,350,315,335,337
1860.0,3,-1.792,1.752,-1.025,0.409,273,345,369,312,334,333
1860.0,4,-1.651,1.059,-1.126,0.466,269,349,345,310,334,332
1860.0,5,0.685,1.361,-1.177,0.494,294,355,317,310,325,334
1860.0,6,-0.761,0.991,-1.080,0.483,293,369,302,311,324,332
1860.0,7,-1.427,1.382,-1.418,0.521,233,384,294,311,316,332
1860.0,8,-1.549,1.198,-1.126,0.611,207,359,301,316,318,331
1860.0,9,-1.654,1.052,-0.964,0.631,198,373,283,324,314,332
1860.0,10,-0.620,1.421,-0.862,0.698,206,361,284,325,305,328
1860.0,11,-1.313,1.070,-0.952,0.784,186,352,267,330,310,332
1860.0,12,-1.213,1.218,-0.830,0.769,221,354,256,336,324,335
1861.0,1,-2.908,2.105,-0.777,0.738,201,360,252,339,341,338
1861.0,2,0.698,1.683,-0.542,0.737,179,366,244,346,336,340
1861.0,3,0.145,1.983,-0.435,0.742,222,380,246,354,331,341
1861.0,4,-0.428,1.858,-0.297,0.670,217,381,241,359,326,340
1861.0,5,-0.395,1.258,-0.219,0.641,183,388,240,365,319,335
1861.0,6,0.703,1.053,-0.167,0.578,177,419,233,360,330,333
1861.0,7,-0.783,1.113,0.016,0.609,204,414,231,359,327,332
1861.0,8,1.265,1.101,-0.049,0.535,241,432,251,353,325,329
1861.0,9,-0.367,1.105,0.027,0.523,254,439,242,356,315,327
1861.0,10,1.039,0.969,0.170,0.552,260,456,243,359,317,323
1861.0,11,-0.379,1.172,0.308,0.516,251,471,226,363,315,326
1861.0,12,-0.599,1.388,0.194,0.556,264,479,212,365,322,327
1862.0,1,-0.704,2.154,0.260,0.563,309,485,206,373,325,326
1862.0,2,-0.090,1.519,0.085,0.551,349,491,175,385,317,327
1862.0,3,1.062,1.589,0.075,0.536,354,485,172,385,309,323
1862.0,4,1.292,2.166,0.029,0.535,386,478,158,381,306,324
1862.0,5,1.254,1.031,-0.030,0.617,394,477,154,380,310,321
1862.0,6,-0.668,1.202,0.029,0.708,397,482,155,382,308,321
1862.0,7,0.018,1.043,0.165,0.608,417,485,171,382,311,317
1862.0,8,-0.837,1.084,0.178,0.501,400,489,175,379,312,319
1862.0,9,-0.494,0.962,0.052,0.484,431,476,179,379,309,319
1862.0,10,0.495,1.093,0.012,0.435,362,477,193,385,308,319
1862.0,11,-1.087,1.661,-0.083,0.428,346,482,206,380,314,321
1862.0,12,0.111,1.982,-0.009,0.438,321,490,224,383,318,318
1863.0,1,0.923,1.316,0.004,0.454,285,479,216,389,320,317
1863.0,2,0.066,2.553,0.137,0.494,267,480,201,391,313,325
1863.0,3,-0.451,1.471,0.027,0.555,208,486,198,398,296,323
1863.0,4,0.811,0.957,-0.008,0.526,194,470,210,394,297,323
1863.0,5,0.122,1.059,0.077,0.487,165,480,178,390,297,322
1863.0,6,0.209,0.955,0.071,0.550,169,486,187,389,294,321
1863.0,7,0.178,1.009,-0.193,0.589,093,480,169,388,289,320
1863.0,8,0.759,1.056,-0.358,0.731,080,470,161,385,286,320
1863.0,9,-1.816,1.522,-0.308,0.738,098,465,161,385,285,320
1863.0,10,0.074,0.910,-0.359,0.839,077,460,166,394,284,317
1863.0,11,-0.062,1.184,-0.315,0.914,092,459,163,396,282,315
1863.0,12,0.042,2.593,-0.370,0.945,088,466,135,406,272,314
1864.0,1,-2.243,1.842,-0.376,0.976,075,466,129,411,269,316
1864.0,2,-1.915,2.016,-0.509,0.989,116,454,111,421,265,315
1864.0,3,0.140,1.547,-0.414,0.957,118,453,143,427,266,314
1864.0,4,0.201,2.091,-0.527,0.905,141,455,137,422,264,311
1864.0,5,0.648,1.216,-0.620,0.814,134,465,134,425,269,310
1864.0,6,-0.448,1.392,-0.836,0.685,103,467,147,427,263,312
1864.0,7,0.108,1.513,-0.654,0.727,101,447,161,426,256,311
1864.0,8,-0.831,1.264,-0.644,0.635,059,460,180,430,257,312
1864.0,9,-0.676,1.047,-0.961,0.558,085,442,173,424,256,312
1864.0,10,-1.282,1.212,-0.773,0.452,092,418,191,427,256,311
1864.0,11,-1.182,1.538,-0.688,0.413,109,426,188,437,252,309
1864.0,12,-2.551,1.186,-0.588,0.400,097,425,180,444,262,306
1865.0,1,-0.062,1.424,-0.539,0.394,112,434,195,448,245,303
1865.0,2,-1.794,0.952,-0.506,0.403,094,429,186,456,248,305
1865.0,3,-3.657,0.928,-0.292,0.440,086,431,185,445,248,304
1865.0,4,2.448,1.323,-0.166,0.455,117,437,169,447,248,302
1865.0,5,1.667,1.037,-0.035,0.473,117,422,167,454,234,302
1865.0,6,0.760,1.065,0.056,0.511,155,418,151,454,230,303
1865.0,7,0.695,1.360,0.201,0.510,200,420,126,448,234,303
1865.0,8,-0.437,1.133,0.472,0.575,196,444,122,443,233,303
1865.0,9,1.891,1.151,0.699,0.676,198,445,113,443,228,304
1865.0,10,0.231,1.037,0.566,0.715,213,451,111,434,234,306
1865.0,11,0.383,1.010,0.317,0.736,171,453,106,442,230,309
1865.0,12,-1.451,1.233,0.334,0.683,153,448,129,448,228,313
1866.0,1,1.674,1.456,0.275,0.699,136,444,134,447,240,312
1866.0,2,1.465,2.034,0.212,0.656,144,437,136,446,241,315
1866.0,3,-0.935,2.055,0.012,0.623,100,428,134,439,240,314
1866.0,4,0.853,1.539,-0.034,0.636,116,445,123,433,242,315
1866.0,5,-1.321,1.109,-0.062,0.625,143,441,122,427,243,316
1866.0,6,0.964,1.101,0.164,0.575,093,430,145,430,245,313
1866.0,7,-0.015,0.985,-0.026,0.579,054,447,139,430,239,313
1866.0,8,-1.196,1.056,0.054,0.553,019,453,144,424,241,311
1866.0,9,-0.504,1.061,0.094,0.461,031,458,136,420,239,311
1866.0,10,-0.325,0.963,0.092,0.394,015,430,154,417,233,312
1866.0,11,0.053,1.039,0.225,0.395,018,424,173,421,226,314
1866.0,12,1.254,1.018,0.149,0.408,031,421,200,428,217,316
1867.0,1,-0.598,1.358,0.076,0.425,012,416,191,414,203,321
1867.0,2,2.421,1.679,0.195,0.439,010,419,178,416,192,327
1867.0,3,-0.461,1.062,0.239,0.438,008,422,184,403,195,326
1867.0,4,0.839,0.938,0.150,0.450,004,433,193,396,191,324
1867.0,5,0.275,1.004,0.054,0.428,017,449,213,395,197,322
1867.0,6,0.047,0.807,-0.229,0.468,037,460,209,395,190,321
1867.0,7,-0.894,1.194,-0.329,0.479,026,460,203,390,195,318
1867.0,8,0.230,1.036,-0.504,0.469,027,472,200,391,196,316
1867.0,9,0.022,0.841,-0.512,0.495,061,465,195,393,205,316
1867.0,10,-1.385,1.089,-0.593,0.565,025,469,208,391,212,318
1867.0,11,-1.102,1.491,-0.392,0.577,013,479,193,389,210,317
1867.0,12,-2.146,1.591,-0.288,0.581,019,471,184,385,211,318
1868.0,1,-1.799,1.210,-0.117,0.544,033,468,182,387,205,322
1868.0,2,0.325,1.623,-0.114,0.556,024,459,193,398,196,323
1868.0,3,-0.554,1.605,-0.045,0.582,019,453,183,389,194,322
1868.0,4,-0.133,1.335,-0.002,0.618,028,449,198,388,196,318
1868.0,5,2.681,1.210,-0.053,0.570,047,456,206,388,189,314
1868.0,6,1.298,0.905,0.382,0.590,088,456,209,387,198,314
1868.0,7,1.159,0.910,0.537,0.631,175,456,202,382,194,314
1868.0,8,0.271,0.824,0.718,0.731,191,464,201,377,190,313
1868.0,9,0.851,0.991,0.523,0.772,171,460,194,373,195,310
1868.0,10,-0.872,1.529,0.632,0.703,169,453,198,373,193,310
1868.0,11,-1.722,1.015,0.446,0.715,152,441,198,366,191,310
1868.0,12,3.081,1.695,0.239,0.754,203,437,208,353,200,312
1869.0,1,0.056,1.649,0.243,0.767,202,437,186,354,202,310
1869.0,2,2.505,2.084,0.161,0.813,173,438,175,343,203,310
1869.0,3,-2.902,1.788,0.124,0.788,154,429,180,335,208,309
1869.0,4,1.181,1.136,0.072,0.734,166,421,173,323,217,307
1869.0,5,0.451,0.998,0.181,0.786,211,421,193,319,230,307
1869.0,6,-1.189,0.985,-0.187,0.756,296,428,187,316,232,305
1869.0,7,1.204,0.963,-0.253,0.744,280,423,177,315,252,304
1869.0,8,-0.716,1.063,-0.606,0.674,298,417,175,314,257,303
1869.0,9,0.405,1.051,-0.498,0.552,283,406,166,318,258,301
1869.0,10,-1.486,1.019,-0.572,0.590,294,410,156,320,264,302
1869.0,11,-0.415,1.202,-0.533,0.612,316,399,153,322,270,303
1869.0,12,-1.340,1.422,-0.340,0.583,320,401,152,322,279,301
1870.0,1,-0.729,1.445,-0.313,0.574,294,381,139,316,296,300
1870.0,2,-1.740,1.427,-0.335,0.555,306,388,145,315,283,301
1870.0,3,-1.601,1.017,-0.424,0.560,305,389,127,316,270,299
1870.0,4,0.289,1.099,-0.328,0.531,299,381,150,315,264,298
1870.0,5,0.925,1.085,-0.354,0.539,269,383,152,315,269,298
1870.0,6,1.123,1.433,-0.569,0.486,214,374,158,315,272,299
1870.0,7,1.527,1.147,-0.805,0.484,164,374,174,315,265,296
1870.0,8,-0.978,1.033,-0.617,0.470,191,372,165,311,259,291
1870.0,9,-0.657,0.880,-0.460,0.545,168,355,173,306,252,290
1870.0,10,-0.335,1.114,-0.403,0.531,182,346,184,307,250,285
1870.0,11,-0.736,1.314,-0.506,0.495,242,345,193,308,247,284
1870.0,12,-3.911,1.215,-0.774,0.467,265,348,200,308,234,285
1871.0,1,-3.563,1.096,-0.900,0.447,267,343,229,306,233,283
1871.0,2,0.514,1.554,-0.771,0.433,258,341,238,305,233,281
1871.0,3,0.283,1.794,-0.665,0.432,289,341,233,298,230,277
1871.0,4,0.979,1.039,-0.725,0.427,279,326,243,295,229,274
1871.0,5,-0.319,0.953,-0.883,0.416,254,319,247,291,229,270
1871.0,6,-2.090,0.904,-0.878,0.400,323,307,258,290,235,271
1871.0,7,0.017,1.103,-0.551,0.395,317,301,248,290,225,271
1871.0,8,0.567,1.244,-0.479,0.399,369,278,232,291,231,268
1871.0,9,0.614,0.942,-0.466,0.448,329,268,235,289,235,267
1871.0,10,-1.048,0.859,-0.532,0.450,332,266,223,288,250,266
1871.0,11,-2.640,1.350,-0.598,0.476,369,264,226,289,243,267
1871.0,12,-3.853,0.947,-0.439,0.513,344,267,222,291,245,269
1872.0,1,0.372,1.207,-0.381,0.490,341,268,201,295,242,263
1872.0,2,1.375,1.048,-0.470,0.475,340,269,209,298,242,263
1872.0,3,0.439,1.177,-0.516,0.477,340,274,217,296,242,260
1872.0,4,0.180,1.197,-0.512,0.491,316,272,224,296,247,255
1872.0,5,-1.102,1.045,-0.236,0.476,323,271,240,295,252,256
1872.0,6,-0.187,1.233,0.182,0.496,342,268,225,293,252,255
1872.0,7,0.716,1.369,0.253,0.506,305,267,220,287,258,253
1872.0,8,-0.508,1.078,0.029,0.496,317,261,216,286,258,251
1872.0,9,0.065,0.899,0.059,0.501,316,266,231,287,263,251
1872.0,10,-0.994,0.985,-0.037,0.493,326,266,232,287,267,251
1872.0,11,0.664,0.985,-0.021,0.494,317,266,213,287,261,248
1872.0,12,1.163,1.139,-0.011,0.468,334,267,199,286,262,247
1873.0,1,1.225,1.178,0.015,0.464,381,262,193,286,264,248
1873.0,2,-1.312,1.353,0.123,0.444,354,262,191,287,260,249
1873.0,3,0.794,0.930,0.038,0.441,327,261,191,282,271,247
1873.0,4,-0.964,1.089,0.094,0.421,339,263,183,279,277,245
1873.0,5,-0.908,0.942,0.025,0.414,338,270,200,273,279,244
1873.0,6,-0.068,0.998,-0.164,0.429,312,274,209,275,282,241
1873.0,7,1.022,1.170,-0.232,0.403,282,271,218,276,288,240
1873.0,8,0.792,0.923,-0.172,0.406,284,275,219,276,293,238
1873.0,9,-0.961,1.073,-0.280,0.387,296,272,229,272,289,235
1873.0,10,-0.316,0.956,-0.114,0.393,316,275,219,264,293,234
1873.0,11,-0.171,1.258,-0.186,0.370,342,274,219,263,293,234
1873.0,12,-1.102,1.087,-0.156,0.409,313,271,266,260,298,232
1874.0,1,0.411,1.018,-0.126,0.395,293,265,274,254,283,231
1874.0,2,-0.599,0.973,-0.248,0.413,290,258,295,247,269,228
1874.0,3,-0.492,0.914,-0.134,0.440,315,258,273,243,268,226
1874.0,4,1.018,0.927,-0.109,0.436,279,261,297,239,273,221
1874.0,5,-1.766,1.263,-0.166,0.454,240,264,325,238,275,220
1874.0,6,0.291,1.054,-0.280,0.453,148,264,317,237,281,218
1874.0,7,1.384,0.839,-0.189,0.445,121,282,344,236,280,219
1874.0,8,-0.674,1.094,-0.348,0.443,121,292,334,235,273,218
1874.0,9,0.412,1.019,-0.432,0.457,151,293,343,234,272,218
1874.0,10,-0.020,0.957,-0.542,0.464,155,287,338,234,273,217
1874.0,11,-0.859,1.018,-0.275,0.451,163,286,352,232,274,216
1874.0,12,-2.468,0.942,-0.292,0.437,130,274,377,227,266,216
1875.0,1,1.500,1.029,-0.512,0.415,146,269,397,225,275,213
1875.0,2,-2.504,1.289,-0.401,0.377,127,260,379,224,260,212
1875.0,3,-1.494,1.037,-0.359,0.357,157,262,355,227,248,211
1875.0,4,-0.303,0.996,-0.447,0.356,164,265,359,223,260,211
1875.0,5,1.435,0.964,-0.431,0.383,158,263,372,221,274,209
1875.0,6,0.084,0.934,-0.420,0.412,184,268,393,219,275,207
1875.0,7,-1.251,0.787,-0.691,0.396,222,270,404,218,276,205
1875.0,8,0.649,0.862,-0.451,0.418,192,277,397,215,277,203
1875.0,9,0.926,0.921,-0.363,0.403,213,277,390,213,290,202
1875.0,10,-1.075,0.914,-0.357,0.411,183,282,389,209,300,202
1875.0,11,-0.676,1.407,-0.629,0.411,157,276,387,209,302,202
1875.0,12,-2.336,1.063,-0.667,0.385,153,283,340,212,300,202
1876.0,1,-1.744,0.924,-0.463,0.403,170,286,333,210,313,204
1876.0,2,0.377,0.960,-0.455,0.403,180,288,331,212,327,202
1876.0,3,-0.437,1.124,-0.605,0.410,168,283,326,213,327,198
1876.0,4,-0.236,1.068,-0.423,0.403,159,278,335,213,330,195
1876.0,5,-1.833,0.933,-0.392,0.435,185,281,336,211,326,193
1876.0,6,-0.369,0.936,-0.057,0.405,208,280,324,213,335,192
1876.0,7,1.200,0.855,0.254,0.456,231,269,312,213,335,193
1876.0,8,0.738,0.953,0.338,0.490,221,275,317,212,331,193
1876.0,9,-0.873,0.822,0.263,0.473,217,278,333,213,326,192
1876.0,10,1.115,0.891,0.274,0.441,263,273,347,215,323,192
1876.0,11,-0.306,1.250,0.297,0.423,281,269,313,218,324,192
1876.0,12,1.684,1.037,0.474,0.421,291,266,290,222,334,194
1877.0,1,1.986,1.368,0.355,0.413,348,265,294,223,341,194
1877.0,2,1.386,1.402,0.349,0.427,328,259,305,226,359,194
1877.0,3,-1.344,0.887,0.277,0.461,345,254,300,231,364,193
1877.0,4,-0.097,0.911,0.062,0.472,360,258,300,232,373,192
1877.0,5,-1.554,1.013,0.177,0.459,382,257,291,233,382,191
1877.0,6,1.748,1.194,-0.000,0.485,413,259,296,233,378,191
1877.0,7,-0.220,1.006,-0.250,0.474,489,257,313,228,370,188
1877.0,8,0.656,1.029,-0.325,0.484,441,263,316,224,371,188
1877.0,9,-1.728,1.098,-0.253,0.503,395,269,331,223,377,186
1877.0,10,-1.467,1.039,-0.175,0.504,392,267,326,223,387,184
1877.0,11,1.068,1.093,0.008,0.503,427,267,330,225,387,183
1877.0,12,-0.439,1.197,-0.124,0.491,452,269,339,227,386,182
1878.0,1,-1.008,1.299,-0.104,0.504,427,274,346,227,384,182
1878.0,2,0.488,1.206,-0.146,0.503,441,275,326,229,398,183
1878.0,3,-0.481,0.979,-0.021,0.470,452,274,359,228,405,181
1878.0,4,0.841,0.950,0.119,0.460,439,270,357,230,411,177
1878.0,5,0.633,1.074,-0.112,0.462,436,285,351,229,422,175
1878.0,6,0.167,0.978,-0.284,0.428,367,285,356,227,428,174
1878.0,7,0.024,0.913,-0.281,0.415,384,288,375,225,441,173
1878.0,8,0.156,0.857,-0.318,0.413,377,290,384,224,449,172
1878.0,9,-0.237,0.959,-0.302,0.383,356,295,383,221,454,171
1878.0,10,0.215,1.014,-0.517,0.389,353,295,389,220,459,168
1878.0,11,-1.705,0.991,-0.808,0.376,330,290,388,218,449,167
1878.0,12,-2.502,0.915,-0.845,0.356,335,288,389,220,463,166
1879.0,1,-0.974,1.263,-1.015,0.348,330,292,381,217,469,165
1879.0,2,0.045,0.998,-0.987,0.356,344,293,364,216,487,163
1879.0,3,-0.282,1.000,-1.019,0.367,351,298,357,217,483,161
1879.0,4,-1.749,0.958,-1.111,0.381,414,299,373,216,493,159
1879.0,5,-2.852,0.891,-1.150,0.365,386,296,356,220,492,156
1879.0,6,-0.276,1.015,-1.304,0.377,431,297,374,218,485,155
1879.0,7,-2.025,0.895,-1.479,0.390,467,300,383,219,493,153
1879.0,8,0.493,0.960,-1.451,0.382,489,303,371,218,494,152
1879.0,9,-0.614,0.948,-1.319,0.381,450,313,377,215,500,151
1879.0,10,-0.888,1.073,-1.184,0.400,445,314,389,211,499,150
1879.0,11,-2.183,0.921,-1.004,0.437,419,317,395,212,500,150
1879.0,12,-4.341,1.295,-1.097,0.445,462,313,379,216,506,149
1880.0,1,-3.075,1.006,-0.907,0.458,479,309,411,215,498,149
1880.0,2,0.377,1.070,-0.965,0.491,505,303,374,217,499,147
1880.0,3,1.306,1.189,-0.894,0.521,506,296,368,219,497,146
1880.0,4,-0.133,1.050,-0.842,0.573,487,297,370,219,502,146
1880.0,5,-0.685,1.050,-0.700,0.597,501,291,396,218,507,144
1880.0,6,-1.395,0.960,-0.189,0.569,494,278,393,216,514,141
1880.0,7,0.255,1.021,-0.162,0.594,471,280,378,213,527,140
1880.0,8,-0.202,1.333,-0.130,0.563,461,281,389,210,525,140
1880.0,9,0.235,0.984,-0.170,0.546,506,283,406,209,525,138
1880.0,10,-0.268,1.108,-0.165,0.532,531,282,417,208,530,137
1880.0,11,-0.474,1.141,-0.144,0.532,546,281,412,214,532,138
1880.0,12,1.794,1.073,-0.082,0.539,558,283,401,215,533,141
1881.0,1,-2.750,1.227,0.020,0.558,581,284,397,217,533,141
1881.0,2,0.760,1.031,0.029,0.545,588,287,416,215,540,142
1881.0,3,0.821,1.026,-0.098,0.547,598,281,421,214,547,140
1881.0,4,-0.072,1.044,-0.300,0.533,619,280,417,212,556,139
1881.0,5,-0.431,1.111,-0.144,0.520,592,279,404,210,560,139
1881.0,6,-0.648,1.136,-0.379,0.522,569,280,411,209,552,140
1881.0,7,1.478,1.112,-0.163,0.492,531,279,422,209,556,139
1881.0,8,-0.097,1.035,-0.221,0.516,507,282,431,209,563,140
1881.0,9,-1.285,0.937,-0.206,0.526,496,287,417,209,566,141
1881.0,10,-2.700,0.959,-0.185,0.534,483,296,424,207,561,141
