year,month,anomaly_monthly,uncertainty_monthly,anomaly_annual,uncertainty_annual,anomaly_5yr,uncertainty_5yr,anomaly_10yr,uncertainty_10yr,anomaly_20yr,uncertainty_20yr
1913.0,8,-0.628,0.435,-0.173,0.217,019,143,304,158,242,154
1913.0,9,-0.637,0.512,-0.185,0.198,023,142,299,157,244,153
1913.0,10,0.482,0.565,-0.015,0.171,003,146,318,157,242,152
1913.0,11,1.903,0.547,-0.056,0.157,005,145,320,159,247,152
1913.0,12,-0.346,0.715,-0.100,0.162,019,142,302,158,243,151
1914.0,1,-2.602,0.676,-0.030,0.165,062,141,293,156,239,151
1914.0,2,1.639,0.528,0.016,0.162,101,140,278,155,248,151
1914.0,3,0.554,0.417,0.035,0.176,148,139,267,155,245,150
1914.0,4,1.657,0.428,-0.067,0.197,146,138,287,155,248,150
1914.0,5,-0.718,0.409,-0.280,0.186,155,137,281,153,246,150
1914.0,6,-0.813,0.444,-0.157,0.173,185,138,263,152,247,149
1914.0,7,-0.847,0.444,0.057,0.166,236,137,266,152,255,148
1914.0,8,-0.086,0.415,-0.111,0.159,312,136,257,154,266,147
1914.0,9,-0.402,0.470,-0.214,0.165,371,135,242,154,262,147
1914.0,10,-0.741,0.494,-0.411,0.170,403,136,269,153,261,147
1914.0,11,-0.656,0.510,-0.255,0.179,390,138,272,153,255,147
1914.0,12,1.130,0.519,-0.112,0.175,363,139,271,150,256,147
1915.0,1,-0.028,0.485,-0.099,0.167,353,138,261,151,248,147
1915.0,2,-0.384,0.476,-0.130,0.181,329,138,253,151,243,148
1915.0,3,-0.683,0.501,-0.172,0.178,265,143,242,151,256,147
1915.0,4,-0.705,0.435,-0.256,0.176,270,144,230,151,258,147
1915.0,5,1.150,0.459,-0.353,0.178,244,150,206,152,254,148
1915.0,6,0.913,0.493,-0.284,0.182,308,153,204,152,253,148
1915.0,7,-0.700,0.467,-0.116,0.181,333,153,197,151,260,149
1915.0,8,-0.457,0.479,-0.072,0.205,327,154,201,152,261,149
1915.0,9,-0.903,0.409,-0.069,0.207,348,155,193,153,266,150
1915.0,10,-1.753,0.481,0.007,0.222,358,152,195,152,251,151
1915.0,11,-1.820,0.599,-0.035,0.221,341,149,194,154,254,151
1915.0,12,1.957,0.576,-0.254,0.222,354,147,210,153,252,152
1916.0,1,1.987,0.555,-0.258,0.224,329,147,176,153,252,152
1916.0,2,0.152,0.547,-0.204,0.208,316,147,176,157,235,151
1916.0,3,-0.648,0.428,-0.248,0.209,309,148,169,156,228,152
1916.0,4,0.208,0.577,-0.124,0.209,347,147,164,156,222,151
1916.0,5,0.646,0.426,0.022,0.203,383,147,161,155,226,150
1916.0,6,-1.723,0.463,-0.154,0.200,348,148,153,154,232,151
1916.0,7,-0.741,0.450,-0.496,0.213,309,146,153,153,233,150
1916.0,8,0.188,0.403,-0.729,0.224,343,148,175,153,235,150
1916.0,9,-1.428,0.403,-0.854,0.224,360,152,178,152,228,151
1916.0,10,-0.265,0.482,-1.052,0.217,411,156,157,152,232,150
1916.0,11,-0.067,0.481,-0.981,0.212,390,158,174,149,229,151
1916.0,12,-0.162,0.540,-0.737,0.212,371,158,188,149,228,151
1917.0,1,-2.117,0.737,-0.674,0.213,391,158,197,148,222,152
1917.0,2,-2.643,0.669,-0.766,0.224,374,166,210,144,214,152
1917.0,3,-2.145,0.385,-0.591,0.243,359,166,223,144,209,152
1917.0,4,-2.163,0.517,-0.722,0.245,392,164,230,144,203,152
1917.0,5,1.494,0.527,-0.710,0.256,413,163,221,144,199,153
1917.0,6,1.201,0.457,-0.965,0.276,420,161,217,144,198,153
1917.0,7,0.024,0.447,-0.798,0.282,395,163,223,144,194,153
1917.0,8,-0.920,0.437,-0.549,0.276,364,168,208,144,196,153
1917.0,9,0.670,0.597,-0.417,0.286,335,166,197,144,200,153
1917.0,10,-1.833,0.438,-0.317,0.279,314,167,200,145,201,153
1917.0,11,0.078,0.678,-0.375,0.270,306,169,198,147,204,153
1917.0,12,-3.231,0.810,-0.567,0.263,320,174,204,145,214,152
1918.0,1,-0.101,0.621,-0.582,0.259,319,175,218,143,203,151
1918.0,2,0.340,0.457,-0.497,0.252,331,174,207,142,198,151
1918.0,3,-0.567,0.423,-0.570,0.240,326,177,208,141,190,150
1918.0,4,-0.962,0.513,-0.566,0.240,300,176,206,139,185,149
1918.0,5,0.795,0.455,-0.596,0.238,283,177,209,137,195,149
1918.0,6,-1.095,0.482,-0.181,0.220,329,177,224,137,197,148
1918.0,7,-0.159,0.499,-0.191,0.202,326,177,199,138,188,148
1918.0,8,0.096,0.464,-0.255,0.203,333,179,188,139,180,148
1918.0,9,-0.202,0.503,-0.246,0.204,315,178,188,139,178,148
1918.0,10,-1.781,0.458,-0.281,0.206,325,176,184,138,180,147
1918.0,11,-0.288,0.565,-0.304,0.205,326,176,210,137,176,148
1918.0,12,1.753,0.535,-0.187,0.212,287,176,212,137,176,148
1919.0,1,-0.219,0.486,-0.342,0.206,244,175,188,137,182,147
1919.0,2,-0.437,0.656,-0.271,0.223,248,176,220,136,188,146
1919.0,3,-0.452,0.511,-0.213,0.224,209,176,226,137,181,145
1919.0,4,-1.384,0.453,-0.292,0.219,167,176,239,139,190,145
1919.0,5,0.515,0.489,-0.430,0.212,193,173,223,141,189,145
1919.0,6,0.315,0.433,-0.517,0.209,192,173,216,141,181,145
1919.0,7,-2.024,0.414,-0.374,0.220,158,173,210,141,171,145
1919.0,8,0.955,0.573,-0.215,0.215,108,170,225,143,171,145
1919.0,9,0.497,0.454,-0.087,0.212,075,172,225,144,157,145
1919.0,10,-2.735,0.496,0.072,0.229,058,170,220,144,160,145
1919.0,11,-1.943,0.525,0.165,0.256,053,169,212,144,152,145
1919.0,12,0.711,0.656,0.147,0.262,071,168,222,143,148,144
1920.0,1,1.493,0.616,0.259,0.271,092,168,215,143,141,143
1920.0,2,1.472,0.471,0.081,0.261,086,169,207,145,149,142
1920.0,3,1.080,0.406,-0.009,0.265,130,165,222,145,146,141
1920.0,4,0.525,0.463,0.203,0.268,129,167,218,145,142,141
1920.0,5,1.637,0.540,0.298,0.277,152,166,229,146,140,141
1920.0,6,0.097,0.537,0.175,0.288,101,163,232,148,134,141
1920.0,7,-0.683,0.488,0.231,0.267,103,158,230,150,131,140
1920.0,8,-1.179,0.543,0.086,0.275,087,157,229,151,128,141
1920.0,9,-0.581,0.536,0.030,0.284,068,157,239,153,121,141
1920.0,10,-0.190,0.522,-0.044,0.274,055,157,223,152,120,141
1920.0,11,-0.809,0.566,-0.136,0.252,078,156,222,152,109,140
1920.0,12,-0.769,0.484,-0.092,0.233,095,157,240,153,113,139
1921.0,1,2.171,0.543,0.119,0.225,070,159,253,153,104,140
1921.0,2,-0.272,0.540,0.210,0.218,059,161,228,150,107,141
1921.0,3,0.412,0.463,0.338,0.209,066,162,218,150,108,140
1921.0,4,-0.368,0.466,0.539,0.208,022,160,212,148,105,141
1921.0,5,0.534,0.432,0.471,0.198,037,157,228,148,103,141
1921.0,6,0.627,0.475,0.531,0.206,075,156,225,150,095,141
1921.0,7,1.856,0.504,0.344,0.232,067,160,220,150,105,140
1921.0,8,-0.086,0.425,0.394,0.233,096,156,218,152,119,141
1921.0,9,0.952,0.458,0.345,0.250,092,155,195,153,137,141
1921.0,10,2.224,0.449,0.282,0.242,067,157,192,154,138,140
1921.0,11,-1.635,0.570,0.385,0.249,055,156,182,155,136,140
1921.0,12,-0.049,0.560,0.346,0.238,061,154,195,155,148,141
1922.0,1,-0.074,0.622,0.085,0.230,029,155,173,155,148,140
1922.0,2,0.338,0.450,0.048,0.235,076,150,151,154,169,140
1922.0,3,-0.179,0.443,-0.196,0.237,092,151,128,154,178,140
1922.0,4,-1.122,0.381,-0.532,0.229,048,152,106,154,182,139
1922.0,5,1.769,0.423,-0.504,0.222,011,153,114,153,188,139
1922.0,6,0.155,0.437,-0.513,0.212,024,154,128,153,189,139
1922.0,7,-1.269,0.449,-0.525,0.201,036,151,131,153,191,139
1922.0,8,-0.537,0.454,-0.443,0.216,051,151,127,153,174,140
1922.0,9,-1.971,0.418,-0.383,0.221,109,152,138,151,156,140
1922.0,10,-1.807,0.542,-0.302,0.220,122,150,124,152,152,141
1922.0,11,-1.306,0.555,-0.501,0.215,151,148,125,150,143,142
1922.0,12,-0.154,0.479,-0.687,0.214,144,146,107,149,142,141
1923.0,1,-0.223,0.443,-0.470,0.206,140,146,097,145,153,140
1923.0,2,1.323,0.504,-0.362,0.202,127,148,087,144,154,140
1923.0,3,0.541,0.467,-0.253,0.204,153,147,080,143,153,140
1923.0,4,-0.149,0.378,-0.028,0.196,147,147,073,142,149,139
1923.0,5,-0.610,0.386,-0.019,0.189,160,145,090,143,147,138
1923.0,6,-2.078,0.580,-0.051,0.194,152,146,081,144,150,138
1923.0,7,1.327,0.505,-0.010,0.208,180,146,065,146,140,139
1923.0,8,0.760,0.461,-0.302,0.186,124,140,057,146,130,139
1923.0,9,-0.660,0.487,-0.363,0.178,121,140,056,146,124,140
1923.0,10,0.887,0.394,-0.343,0.186,100,138,042,146,125,139
1923.0,11,-1.186,0.456,-0.191,0.187,129,141,031,145,138,139
1923.0,12,-0.543,0.499,-0.018,0.181,163,142,051,145,153,139
1924.0,1,0.263,0.417,-0.139,0.174,196,144,071,146,144,139
1924.0,2,-2.171,0.497,-0.359,0.167,187,147,098,145,157,139
1924.0,3,-0.190,0.402,-0.341,0.182,181,147,094,144,162,140
1924.0,4,0.089,0.403,-0.422,0.191,216,148,093,145,165,141
1924.0,5,1.209,0.430,-0.298,0.199,171,153,097,147,159,142
1924.0,6,-0.003,0.379,-0.261,0.205,199,156,098,148,154,142
1924.0,7,-0.123,0.382,-0.218,0.224,189,160,076,148,145,143
1924.0,8,-1.877,0.357,0.011,0.224,195,166,085,146,147,144
1924.0,9,-0.451,0.477,-0.176,0.232,182,166,072,146,141,145
1924.0,10,-0.075,0.512,-0.201,0.236,153,169,050,146,138,144
1924.0,11,0.293,0.462,-0.314,0.246,174,171,031,146,141,144
1924.0,12,-0.095,0.524,-0.268,0.278,185,171,025,147,135,144
1925.0,1,0.782,0.457,-0.296,0.297,171,170,022,144,139,143
1925.0,2,0.577,0.521,-0.172,0.320,169,171,044,143,136,144
1925.0,3,-2.438,0.465,-0.311,0.324,146,173,050,143,136,143
1925.0,4,-0.210,0.430,-0.291,0.313,119,173,053,142,134,143
1925.0,5,-0.143,0.539,-0.449,0.315,099,171,073,141,144,143
1925.0,6,0.549,0.617,-0.467,0.314,114,172,063,141,144,145
1925.0,7,-0.467,0.522,-0.489,0.318,091,171,065,140,137,146
1925.0,8,-0.381,0.514,-0.279,0.296,088,176,056,140,136,146
1925.0,9,-2.123,0.457,-0.029,0.302,092,175,049,140,131,147
1925.0,10,0.167,0.389,0.065,0.291,091,178,045,140,127,146
1925.0,11,-1.605,0.565,-0.027,0.269,102,184,024,138,118,146
1925.0,12,-0.316,0.540,-0.186,0.247,068,189,016,137,127,146
1926.0,1,0.521,0.541,-0.160,0.236,060,193,032,138,125,146
1926.0,2,3.102,0.446,-0.091,0.221,056,194,039,137,125,145
1926.0,3,0.564,0.426,0.196,0.207,046,195,046,136,118,145
1926.0,4,0.912,0.420,0.191,0.214,062,195,046,137,122,144
1926.0,5,-1.245,0.437,0.417,0.217,026,196,044,140,124,144
1926.0,6,-1.361,0.427,0.299,0.222,027,198,037,141,118,144
1926.0,7,-0.149,0.437,0.299,0.223,074,202,057,142,118,144
1926.0,8,0.438,0.443,0.039,0.253,099,198,063,143,119,144
1926.0,9,1.328,0.487,0.041,0.234,097,197,095,144,112,144
1926.0,10,0.102,0.496,0.014,0.239,119,198,119,143,120,144
1926.0,11,1.106,0.598,0.160,0.245,139,197,097,146,121,143
1926.0,12,-1.724,0.585,0.234,0.238,136,201,108,148,121,142
1927.0,1,0.514,0.498,0.211,0.240,123,201,100,150,105,141
1927.0,2,-0.022,0.516,0.138,0.245,093,201,128,153,085,140
1927.0,3,0.593,0.440,-0.023,0.255,053,198,134,154,080,140
1927.0,4,0.588,0.465,-0.046,0.256,053,194,134,154,069,139
1927.0,5,0.513,0.457,-0.144,0.241,052,192,155,154,071,138
1927.0,6,-0.474,0.416,-0.089,0.231,025,192,162,155,074,138
1927.0,7,-0.424,0.419,-0.035,0.220,007,191,160,156,073,137
1927.0,8,-0.440,0.455,0.091,0.210,038,187,141,158,066,137
1927.0,9,-0.603,0.520,0.066,0.205,009,185,116,159,069,136
1927.0,10,-0.179,0.568,0.012,0.205,016,182,104,158,061,136
1927.0,11,-0.064,0.447,-0.140,0.216,006,178,087,159,063,135
1927.0,12,-1.075,0.490,-0.103,0.224,017,173,079,158,053,134
1928.0,1,1.170,0.514,0.086,0.225,010,170,088,159,050,133
1928.0,2,1.492,0.433,0.205,0.215,016,168,102,161,053,132
1928.0,3,0.286,0.439,0.248,0.205,054,166,098,162,043,131
1928.0,4,-0.063,0.476,0.257,0.192,057,165,091,162,044,131
1928.0,5,-1.303,0.547,0.344,0.202,111,161,085,163,053,131
1928.0,6,-0.037,0.432,0.384,0.201,120,160,076,164,046,131
1928.0,7,1.845,0.494,0.073,0.206,115,161,080,166,047,131
1928.0,8,0.991,0.459,-0.359,0.204,046,166,072,166,047,131
1928.0,9,-0.085,0.507,-0.388,0.214,029,162,061,168,048,130
1928.0,10,-0.069,0.410,-0.483,0.220,008,163,066,168,041,130
1928.0,11,0.974,0.505,-0.377,0.208,041,165,066,168,030,129
1928.0,12,-0.591,0.492,-0.358,0.210,088,164,094,170,043,129
1929.0,1,-2.569,0.580,-0.457,0.202,082,163,100,173,035,129
1929.0,2,-3.683,0.512,-0.546,0.203,060,163,094,172,032,129
1929.0,3,-0.063,0.463,-0.375,0.207,009,164,098,172,036,129
1929.0,4,-1.206,0.496,-0.377,0.205,023,162,092,172,028,128
1929.0,5,-0.025,0.477,-0.427,0.200,024,161,096,171,037,129
1929.0,6,0.188,0.477,-0.254,0.198,018,162,091,173,038,130
1929.0,7,0.650,0.446,0.115,0.194,010,161,079,174,033,130
1929.0,8,-0.074,0.412,0.318,0.194,060,161,069,175,037,130
1929.0,9,1.967,0.551,0.354,0.196,085,162,058,175,041,130
1929.0,10,-0.095,0.505,0.470,0.192,115,161,056,174,034,130
1929.0,11,0.378,0.466,0.411,0.193,136,159,070,174,019,130
1929.0,12,1.486,0.513,0.498,0.186,140,160,049,173,027,130
1930.0,1,1.858,0.441,0.371,0.186,149,162,064,172,048,129
1930.0,2,-1.245,0.411,0.372,0.194,113,163,065,170,052,129
1930.0,3,0.371,0.495,0.221,0.198,085,160,049,170,054,129
1930.0,4,0.185,0.401,0.261,0.196,089,159,049,169,055,129
1930.0,5,-0.742,0.446,0.366,0.196,076,161,059,167,061,128
1930.0,6,1.232,0.396,0.260,0.190,044,159,056,166,060,128
1930.0,7,-0.867,0.385,0.124,0.194,085,161,045,165,061,128
1930.0,8,-0.063,0.436,0.140,0.203,115,161,042,164,059,127
1930.0,9,0.159,0.492,0.070,0.195,105,164,022,163,057,127
1930.0,10,0.376,0.432,0.028,0.199,092,162,031,162,060,127
1930.0,11,1.647,0.448,0.150,0.202,069,159,014,161,054,126
1930.0,12,0.214,0.498,0.169,0.201,085,156,015,161,062,126
1931.0,1,0.216,0.548,0.200,0.208,101,156,002,160,081,125
1931.0,2,-1.045,0.467,0.132,0.204,089,157,022,161,080,124
1931.0,3,-0.470,0.410,-0.115,0.204,075,159,019,160,080,124
1931.0,4,-0.320,0.425,-0.207,0.205,069,159,033,160,082,125
1931.0,5,0.723,0.493,-0.259,0.217,106,158,021,159,094,125
1931.0,6,1.455,0.410,-0.392,0.222,161,159,011,158,095,125
1931.0,7,-0.495,0.420,-0.328,0.215,126,159,016,157,100,125
1931.0,8,-0.869,0.454,-0.493,0.225,088,159,019,156,104,126
1931.0,9,-2.807,0.487,-0.529,0.232,098,159,029,155,110,126
1931.0,10,-0.732,0.463,-0.600,0.229,065,159,049,153,122,125
1931.0,11,1.021,0.471,-0.726,0.218,053,158,060,151,117,126
1931.0,12,-1.381,0.638,-0.903,0.216,046,157,047,149,120,126
1932.0,1,0.990,0.461,-0.946,0.224,035,159,037,148,133,127
1932.0,2,-3.033,0.588,-0.730,0.231,046,161,019,146,150,127
1932.0,3,-0.895,0.440,-0.404,0.229,062,162,031,145,145,128
1932.0,4,-1.172,0.415,-0.381,0.236,058,163,033,144,136,128
1932.0,5,-0.797,0.403,-0.404,0.237,087,164,028,142,143,128
1932.0,6,-0.671,0.405,-0.218,0.214,072,163,020,142,141,129
1932.0,7,-1.005,0.478,-0.409,0.212,120,163,015,141,137,128
1932.0,8,1.717,0.455,-0.184,0.203,093,163,004,140,133,128
1932.0,9,1.103,0.420,-0.031,0.207,107,165,001,138,122,127
1932.0,10,-0.449,0.472,0.124,0.202,114,165,001,138,109,127
1932.0,11,0.743,0.495,0.199,0.201,124,164,000,138,108,126
1932.0,12,0.857,0.452,0.172,0.194,129,166,001,138,106,125
1933.0,1,-1.304,0.444,0.328,0.187,100,168,004,138,099,126
1933.0,2,-0.332,0.389,0.328,0.187,100,168,019,137,101,127
1933.0,3,0.943,0.443,0.296,0.192,098,167,006,137,099,127
1933.0,4,0.685,0.382,0.358,0.186,120,167,016,136,091,127
1933.0,5,0.103,0.408,0.194,0.183,139,170,016,134,083,127
1933.0,6,-1.001,0.382,-0.202,0.190,149,171,010,134,073,128
1933.0,7,0.875,0.455,-0.131,0.190,111,166,029,134,076,129
1933.0,8,1.712,0.405,-0.222,0.196,090,165,038,133,076,129
1933.0,9,0.723,0.426,-0.356,0.207,067,166,039,133,072,129
1933.0,10,0.294,0.425,-0.346,0.215,073,165,039,132,071,129
1933.0,11,-1.228,0.412,-0.298,0.212,082,162,029,132,070,129
1933.0,12,-3.891,0.624,-0.166,0.226,109,161,034,131,070,129
1934.0,1,-0.459,0.496,-0.130,0.233,115,159,001,131,067,130
1934.0,2,-1.425,0.547,-0.331,0.244,099,157,033,131,066,129
1934.0,3,-0.664,0.458,-0.310,0.244,049,156,022,131,071,128
1934.0,4,0.813,0.383,-0.323,0.254,075,155,036,129,065,128
1934.0,5,0.679,0.361,-0.334,0.265,097,153,024,129,069,127
1934.0,6,0.581,0.448,0.192,0.239,075,148,023,128,070,128
1934.0,7,1.312,0.468,0.146,0.226,063,145,010,129,070,128
1934.0,8,-0.704,0.423,0.295,0.205,023,140,010,129,053,128
1934.0,9,0.975,0.432,0.311,0.207,023,139,010,129,054,127
1934.0,10,0.133,0.417,0.221,0.203,049,139,018,128,059,127
1934.0,11,-1.352,0.460,0.053,0.203,081,137,007,128,060,126
1934.0,12,2.418,0.456,0.083,0.204,099,136,030,127,063,126
1935.0,1,-1.011,0.464,0.049,0.206,120,131,074,127,082,126
1935.0,2,0.363,0.445,0.101,0.204,106,129,060,128,077,125
1935.0,3,-0.479,0.453,0.041,0.203,084,128,058,128,062,125
1935.0,4,-0.266,0.407,-0.047,0.199,092,129,056,127,052,124
1935.0,5,-1.331,0.400,0.107,0.198,077,128,049,126,045,123
1935.0,6,0.938,0.498,-0.126,0.211,045,129,056,126,041,121
1935.0,7,0.909,0.469,0.165,0.206,078,127,057,126,034,120
1935.0,8,-0.086,0.430,0.156,0.201,077,127,062,125,033,119
1935.0,9,0.253,0.427,0.272,0.198,092,125,065,123,021,118
1935.0,10,-0.922,0.422,0.234,0.195,061,127,076,123,019,118
1935.0,11,0.502,0.503,0.361,0.193,036,125,084,123,013,117
1935.0,12,-0.387,0.509,0.267,0.189,065,126,109,123,011,117
1936.0,1,2.493,0.533,0.123,0.180,042,125,130,121,020,117
1936.0,2,0.250,0.406,0.136,0.174,013,122,121,120,026,118
1936.0,3,0.914,0.413,0.132,0.171,003,120,114,120,029,117
1936.0,4,-0.720,0.389,0.018,0.169,009,120,119,120,026,116
1936.0,5,0.189,0.407,-0.048,0.161,048,120,144,118,021,116
1936.0,6,-0.186,0.512,-0.022,0.156,092,118,152,117,018,115
1936.0,7,-0.828,0.458,-0.086,0.156,127,116,142,116,015,115
1936.0,8,0.073,0.419,0.069,0.151,154,113,145,116,018,114
1936.0,9,0.208,0.412,-0.081,0.148,142,112,125,115,022,114
1936.0,10,-2.287,0.404,0.012,0.143,137,109,125,114,023,113
1936.0,11,-0.294,0.417,0.087,0.134,102,109,137,113,027,113
1936.0,12,-0.075,0.432,0.139,0.135,092,109,132,111,029,112
1937.0,1,1.724,0.505,0.231,0.142,055,107,166,110,039,111
1937.0,2,2.112,0.431,0.296,0.151,066,105,172,109,048,110
1937.0,3,-0.891,0.401,0.260,0.150,042,104,156,109,047,110
1937.0,4,0.400,0.398,0.454,0.153,022,103,139,109,042,109
1937.0,5,1.088,0.422,0.463,0.159,073,100,130,110,038,108
1937.0,6,0.433,0.408,0.383,0.160,013,100,121,110,030,108
1937.0,7,0.276,0.390,0.295,0.153,029,101,114,108,020,107
1937.0,8,0.853,0.412,0.087,0.156,027,103,125,105,008,107
1937.0,9,-0.224,0.406,0.313,0.153,010,102,129,104,001,106
1937.0,10,0.045,0.511,0.182,0.153,002,101,114,103,004,105
1937.0,11,-0.180,0.425,-0.022,0.159,027,099,129,100,010,105
1937.0,12,-1.035,0.492,0.003,0.165,017,098,133,101,014,104
1938.0,1,0.669,0.437,-0.064,0.176,015,097,110,101,017,105
1938.0,2,-0.384,0.487,-0.135,0.174,024,095,101,101,011,104
1938.0,3,1.821,0.526,-0.140,0.172,031,093,099,100,020,104
1938.0,4,-1.175,0.452,-0.148,0.177,031,094,090,100,024,104
1938.0,5,-1.358,0.401,0.053,0.179,028,093,081,100,032,103
1938.0,6,0.724,0.452,0.033,0.190,068,090,070,100,031,103
1938.0,7,-0.520,0.433,0.114,0.187,149,088,073,100,019,103
1938.0,8,-0.003,0.425,0.163,0.195,153,089,079,100,015,103
1938.0,9,-0.283,0.408,-0.106,0.194,161,087,082,098,014,103
1938.0,10,-0.047,0.441,0.038,0.188,165,088,077,097,013,103
1938.0,11,2.228,0.414,0.028,0.186,206,086,075,097,012,102
1938.0,12,-1.276,0.532,-0.030,0.183,195,086,047,095,015,102
1939.0,1,1.639,0.410,-0.063,0.184,170,088,033,095,030,101
1939.0,2,0.211,0.454,-0.070,0.184,190,089,039,094,047,101
1939.0,3,-1.408,0.426,-0.084,0.186,200,091,045,093,044,100
1939.0,4,0.546,0.401,-0.167,0.179,175,091,039,093,058,099
1939.0,5,-1.473,0.404,-0.211,0.174,177,091,042,093,055,099
1939.0,6,0.033,0.485,-0.204,0.174,189,091,050,093,055,098
1939.0,7,-0.927,0.439,-0.634,0.174,270,091,060,093,059,098
1939.0,8,-0.079,0.409,-0.614,0.179,367,092,036,093,064,098
1939.0,9,-0.449,0.403,-0.447,0.180,336,093,050,092,067,098
1939.0,10,-1.045,0.449,-0.459,0.184,327,094,063,092,074,097
1939.0,11,1.699,0.429,-0.319,0.179,341,097,051,091,071,097
1939.0,12,-1.198,0.454,-0.296,0.180,340,097,078,091,067,096
1940.0,1,-3.518,0.515,-0.299,0.187,349,098,101,091,057,096
1940.0,2,0.457,0.551,-0.346,0.194,356,097,088,091,070,097
1940.0,3,0.588,0.420,-0.325,0.197,341,095,075,090,072,096
1940.0,4,0.408,0.429,-0.313,0.199,321,093,055,090,068,096
1940.0,5,0.200,0.469,-0.400,0.196,335,090,030,089,075,095
1940.0,6,0.317,0.622,-0.532,0.182,311,089,026,088,079,095
1940.0,7,-0.968,0.416,-0.435,0.185,299,090,024,087,089,095
1940.0,8,-0.643,0.443,-0.470,0.174,278,092,023,086,092,095
1940.0,9,-0.195,0.402,-0.482,0.176,291,093,020,085,089,095
1940.0,10,-0.904,0.487,-0.599,0.174,240,092,007,085,087,094
1940.0,11,0.662,0.406,-0.802,0.158,198,092,013,085,083,095
1940.0,12,-2.781,0.480,-0.791,0.146,206,092,007,084,071,094
1941.0,1,-2.358,0.477,-0.654,0.148,187,094,041,084,075,094
1941.0,2,0.030,0.424,-0.695,0.154,171,096,031,085,080,094
1941.0,3,0.445,0.391,-0.713,0.153,161,096,039,084,079,094
1941.0,4,-0.994,0.411,-0.703,0.152,144,097,019,083,079,094
1941.0,5,-2.236,0.394,-0.790,0.152,198,098,021,084,071,093
1941.0,6,0.453,0.378,-0.623,0.145,186,099,025,084,065,092
1941.0,7,0.677,0.407,-0.691,0.144,193,099,013,084,067,091
1941.0,8,-1.135,0.378,-1.004,0.146,232,099,017,085,069,090
1941.0,9,-0.420,0.410,-0.957,0.146,232,100,015,085,083,089
1941.0,10,-0.777,0.372,-0.795,0.145,216,100,002,086,083,090
1941.0,11,-0.385,0.438,-0.588,0.152,186,101,006,086,085,089
1941.0,12,-0.782,0.420,-0.588,0.158,192,102,011,086,093,089
1942.0,1,-3.164,0.440,-0.663,0.154,175,104,041,086,086,088
1942.0,2,-3.735,0.431,-0.536,0.154,138,105,077,086,094,087
1942.0,3,1.008,0.407,-0.445,0.150,141,104,063,086,103,087
1942.0,4,0.951,0.421,-0.273,0.153,148,105,052,086,115,087
1942.0,5,0.252,0.405,-0.329,0.153,175,105,048,086,123,087
1942.0,6,0.453,0.427,-0.231,0.156,168,106,039,086,132,087
1942.0,7,-0.221,0.429,0.152,0.154,173,106,026,086,142,086
1942.0,8,0.391,0.417,0.533,0.161,149,103,013,086,138,085
1942.0,9,0.664,0.407,0.539,0.153,140,103,003,086,125,084
1942.0,10,1.286,0.439,0.614,0.149,111,102,006,085,125,083
1942.0,11,-1.047,0.425,0.692,0.150,088,099,020,084,117,083
1942.0,12,0.395,0.400,0.674,0.150,069,096,027,083,112,083
1943.0,1,1.422,0.512,0.744,0.165,034,093,038,084,108,082
1943.0,2,0.846,0.381,0.792,0.172,023,091,041,085,103,081
1943.0,3,1.078,0.384,0.760,0.168,009,091,046,085,102,081
1943.0,4,1.854,0.421,0.735,0.161,018,090,063,084,102,081
1943.0,5,1.181,0.370,0.741,0.180,003,091,080,085,108,081
1943.0,6,0.242,0.365,0.659,0.172,054,093,072,086,109,081
1943.0,7,0.622,0.406,0.641,0.161,067,093,068,086,105,081
1943.0,8,0.959,0.327,0.395,0.163,091,095,068,088,100,080
1943.0,9,0.284,0.308,0.189,0.162,083,095,068,087,098,079
1943.0,10,0.989,0.338,0.159,0.162,127,094,066,087,099,079
1943.0,11,-0.977,0.400,0.086,0.172,163,096,052,087,105,078
1943.0,12,-0.593,0.378,0.042,0.177,145,098,065,087,131,077
1944.0,1,1.204,0.323,-0.004,0.170,144,097,059,086,127,077
1944.0,2,-2.104,0.351,0.094,0.168,156,097,061,086,125,077
1944.0,3,-1.393,0.325,0.018,0.167,170,096,066,085,130,076
1944.0,4,1.489,0.385,-0.184,0.171,180,097,080,085,124,076
1944.0,5,0.305,0.375,-0.096,0.162,189,098,085,084,119,076
1944.0,6,-0.280,0.358,-0.114,0.163,167,099,087,083,116,076
1944.0,7,0.063,0.344,-0.533,0.168,189,098,109,082,104,076
1944.0,8,2.134,0.354,-0.198,0.162,213,100,119,081,102,075
1944.0,9,-0.629,0.322,0.010,0.159,209,098,145,082,098,075
1944.0,10,-1.427,0.383,0.069,0.162,223,096,166,081,100,074
1944.0,11,0.080,0.340,0.174,0.155,244,095,149,081,109,074
1944.0,12,-0.811,0.368,0.317,0.153,263,094,164,081,105,073
1945.0,1,-3.825,0.433,0.408,0.150,296,094,189,081,114,073
1945.0,2,1.921,0.374,0.231,0.144,330,095,201,081,110,073
1945.0,3,1.102,0.334,0.338,0.147,347,095,202,081,105,073
1945.0,4,2.191,0.368,0.512,0.145,333,093,192,081,109,072
1945.0,5,1.572,0.369,0.487,0.149,374,095,199,079,114,072
1945.0,6,1.437,0.319,0.577,0.150,364,094,215,078,111,072
1945.0,7,1.150,0.297,0.766,0.136,376,093,236,077,109,071
